completion_pct,total_duration_days,elapsed_days,days_remaining,daily_velocity,log_frequency,labor_count,budget_ratio,total_logs,category,weather_factor,delay_days,actual_total_days,is_delayed
35.76,312,223,89,0.1604,0.834,188,0.731,185,education,0.98,23,335,1
12.02,275,27,248,0.4452,0.997,175,0.108,26,road,0.78,0,275,0
100.0,1101,948,153,0.1055,0.342,61,0.874,324,housing,1.1,4,1105,0
24.36,818,502,316,0.0485,0.428,187,0.446,214,healthcare,0.83,120,938,1
47.79,244,114,130,0.4192,0.989,168,0.438,112,electricity,1.02,0,244,0
65.08,514,472,42,0.1379,0.29,63,0.991,136,housing,0.71,83,597,1
44.81,1357,613,744,0.0731,0.392,84,0.366,240,housing,0.63,0,1357,0
82.45,528,313,215,0.2634,0.228,44,0.629,71,water,0.99,0,528,0
20.1,784,259,525,0.0776,0.563,65,0.31,145,housing,1.1,20,804,1
63.8,967,629,338,0.1014,0.549,154,0.649,345,housing,1.19,0,967,0
100.0,361,309,52,0.3236,0.947,83,0.804,292,electricity,1.12,28,389,1
17.32,162,45,117,0.3848,0.852,175,0.328,38,water,0.97,64,226,1
100.0,1006,870,136,0.1149,0.807,21,0.971,701,healthcare,0.91,0,1006,0
12.07,508,63,445,0.1917,0.342,75,0.153,21,housing,0.75,6,514,0
70.81,286,168,118,0.4215,0.407,110,0.497,68,road,0.72,0,286,0
30.58,940,157,783,0.1948,0.976,110,0.21,153,housing,0.96,5,945,0
36.92,379,143,236,0.2582,0.723,74,0.358,103,housing,1.11,2,381,0
33.0,361,107,254,0.3084,0.44,102,0.299,47,water,1.02,14,375,0
32.51,340,126,214,0.258,0.814,17,0.305,102,water,0.86,8,348,0
19.14,136,22,114,0.8699,0.2,182,0.198,4,electricity,1.08,4,140,0
23.2,422,111,311,0.2091,0.319,83,0.209,35,road,1.18,1,423,0
59.57,412,208,204,0.2864,0.294,90,0.599,61,road,0.92,19,431,1
85.92,854,636,218,0.1351,0.217,38,0.96,138,healthcare,0.66,8,862,0
28.83,229,84,145,0.3432,0.362,111,0.337,30,water,0.96,16,245,1
83.49,527,436,91,0.1915,0.972,104,0.601,423,housing,1.02,0,527,0
11.12,620,150,470,0.0742,0.626,173,0.244,93,healthcare,0.64,77,697,1
69.04,680,378,302,0.1826,0.714,140,0.413,269,housing,1.01,0,680,0
45.42,969,404,565,0.1124,0.575,53,0.344,232,housing,0.72,0,969,0
28.8,974,520,454,0.0554,0.917,56,0.396,476,housing,0.77,106,1080,1
60.42,690,579,111,0.1043,0.705,103,0.887,408,road,0.62,111,801,1
100.0,993,817,176,0.1224,0.696,145,0.974,568,healthcare,0.8,13,1006,0
98.24,422,292,130,0.3364,0.892,107,0.647,260,housing,1.19,8,430,0
82.43,1092,931,161,0.0885,0.114,107,1.059,106,healthcare,1.11,4,1096,0
17.07,531,94,437,0.1816,0.945,148,0.196,88,water,1.19,4,535,0
46.85,632,215,417,0.2179,0.407,30,0.437,87,education,1.08,3,635,0
73.03,391,244,147,0.2993,0.942,102,0.574,229,education,1.12,0,391,0
68.64,363,338,25,0.2031,0.156,49,0.855,52,electricity,1.14,29,392,1
81.15,539,358,181,0.2267,0.277,107,0.771,99,water,0.97,0,539,0
83.0,349,298,51,0.2785,0.341,140,0.685,101,road,0.64,5,354,0
29.2,847,311,536,0.0939,0.432,102,0.34,134,healthcare,0.72,5,852,0
35.32,391,85,306,0.4155,0.883,197,0.169,75,healthcare,1.16,0,391,0
100.0,418,320,98,0.3125,0.246,19,0.754,78,education,0.72,18,436,1
100.0,547,478,69,0.2092,0.717,78,1.047,342,housing,0.92,8,555,0
75.92,792,579,213,0.1311,0.574,164,0.735,332,housing,0.62,0,792,0
18.41,449,82,367,0.2246,0.663,190,0.153,54,education,1.09,11,460,0
10.67,774,191,583,0.0558,0.129,39,0.189,24,healthcare,0.65,99,873,1
30.73,1027,396,631,0.0776,0.632,59,0.395,250,healthcare,0.81,0,1027,0
65.18,491,326,165,0.1999,0.187,189,0.635,60,water,1.19,8,499,0
81.57,1392,976,416,0.0836,0.81,100,0.5,790,housing,0.79,0,1392,0
91.8,270,211,59,0.4351,0.849,144,0.69,179,electricity,1.07,0,270,0
12.46,489,92,397,0.1354,0.294,73,0.192,27,education,1.03,16,505,1
91.7,692,606,86,0.1513,0.245,112,0.955,148,road,1.16,0,692,0
45.03,661,384,277,0.1173,0.132,172,0.602,50,education,0.95,39,700,1
47.75,167,147,20,0.3248,0.1,50,0.755,14,water,0.64,32,199,1
99.94,1189,964,225,0.1037,0.437,80,0.638,420,housing,1.04,0,1189,0
30.55,477,89,388,0.3432,0.701,194,0.207,62,education,0.61,13,490,0
84.87,694,633,61,0.1341,0.875,87,0.804,554,education,1.16,65,759,1
35.69,131,83,48,0.43,0.754,171,0.733,62,electricity,1.15,94,225,1
6.18,832,87,745,0.0711,0.459,175,0.115,39,housing,0.65,32,864,1
56.76,491,362,129,0.1568,0.469,139,0.661,169,road,1.08,77,568,1
34.37,778,325,453,0.1058,0.729,88,0.434,236,housing,1.08,8,786,0
65.67,411,194,217,0.3385,0.434,135,0.399,84,road,0.69,0,411,0
79.47,383,186,197,0.4273,0.192,76,0.408,35,housing,1.04,5,388,0
9.6,563,89,474,0.1079,0.975,131,0.175,86,housing,1.1,30,593,1
17.15,189,57,132,0.3008,0.699,138,0.285,39,road,1.09,64,253,1
100.0,556,449,107,0.2227,0.94,58,0.566,422,road,0.78,21,577,1
23.4,681,223,458,0.1049,0.366,127,0.287,81,education,0.67,33,714,1
23.42,1312,240,1072,0.0976,0.247,118,0.151,59,housing,0.93,4,1316,0
86.81,689,430,259,0.2019,0.44,62,0.484,189,education,0.68,0,689,0
29.21,543,175,368,0.1669,0.637,170,0.405,111,road,1.18,0,543,0
26.59,558,98,460,0.2714,0.114,19,0.134,11,housing,0.7,7,565,0
55.55,1431,820,611,0.0677,0.766,34,0.539,628,housing,0.75,0,1431,0
55.34,178,163,15,0.3395,0.759,43,0.924,123,electricity,0.72,55,233,1
51.19,972,413,559,0.124,0.776,83,0.397,320,healthcare,0.83,4,976,0
36.77,466,214,252,0.1718,0.628,7,0.555,134,water,0.82,13,479,0
42.79,687,504,183,0.0849,0.814,189,0.687,410,road,0.79,76,763,1
71.07,622,324,298,0.2194,0.829,76,0.505,268,road,0.75,1,623,0
23.12,298,62,236,0.3728,0.181,128,0.154,11,electricity,1.1,6,304,0
40.04,883,398,485,0.1006,0.648,91,0.451,257,housing,1.14,3,886,0
11.49,1065,109,956,0.1054,0.343,59,0.106,37,healthcare,1.07,0,1065,0
84.82,452,326,126,0.2602,0.719,73,0.599,234,healthcare,0.96,10,462,0
52.41,444,258,186,0.2031,0.24,190,0.637,61,education,0.76,3,447,0
40.76,721,211,510,0.1932,0.77,85,0.213,162,healthcare,0.89,0,721,0
7.05,239,33,206,0.2138,0.324,38,0.157,10,road,0.82,80,319,1
88.31,222,179,43,0.4933,0.318,193,1.037,56,water,1.03,0,222,0
34.86,1124,323,801,0.1079,0.271,24,0.339,87,housing,1.03,0,1124,0
26.15,384,228,156,0.1147,0.442,116,0.768,100,water,0.98,41,425,1
88.21,1349,1254,95,0.0703,0.797,102,1.077,999,housing,1.0,31,1380,1
38.51,527,236,291,0.1632,0.928,123,0.335,218,road,0.92,4,531,0
92.83,249,157,92,0.5913,0.884,78,0.469,138,electricity,1.04,0,249,0
29.95,885,620,265,0.0483,0.996,23,0.879,617,healthcare,0.96,28,913,1
40.24,655,333,322,0.1208,0.707,28,0.505,235,road,1.09,35,690,1
32.42,812,177,635,0.1832,0.984,171,0.209,174,healthcare,0.69,0,812,0
40.21,705,188,517,0.2139,0.231,178,0.249,43,healthcare,0.74,0,705,0
57.84,370,228,142,0.2537,0.285,23,0.797,64,water,0.66,2,372,0
24.5,292,114,178,0.2149,0.772,56,0.352,88,electricity,0.97,79,371,1
65.67,926,775,151,0.0847,0.828,136,0.802,641,housing,0.65,55,981,1
12.82,636,138,498,0.0929,0.941,27,0.216,129,healthcare,0.74,33,669,1
79.45,549,339,210,0.2344,0.533,188,0.628,180,healthcare,0.65,0,549,0
59.87,149,92,57,0.6507,0.225,145,0.456,20,water,0.84,0,149,0
89.7,409,282,127,0.3181,0.96,85,0.787,270,water,1.14,6,415,0
77.68,488,311,177,0.2498,0.225,88,0.79,69,water,1.11,0,488,0
25.26,484,102,382,0.2477,0.743,164,0.206,75,water,1.08,11,495,0
69.33,160,107,53,0.648,0.929,70,0.769,99,electricity,0.75,0,160,0
64.02,543,297,246,0.2156,0.589,9,0.694,174,housing,0.69,5,548,0
52.75,202,174,28,0.3031,0.513,5,0.66,89,water,1.07,28,230,1
100.0,516,476,40,0.2101,0.389,148,1.052,185,healthcare,0.76,0,516,0
100.0,231,206,25,0.4854,0.243,48,0.747,50,water,1.07,5,236,0
55.62,529,216,313,0.2575,0.212,167,0.447,45,water,0.9,3,532,0
69.64,696,506,190,0.1376,0.425,167,0.529,215,healthcare,1.05,2,698,0
39.42,434,179,255,0.2202,0.198,95,0.526,35,education,0.62,5,439,0
50.18,351,179,172,0.2803,0.739,112,0.65,132,electricity,0.87,0,351,0
27.31,254,135,119,0.2023,0.257,151,0.379,34,electricity,0.89,102,356,1
41.48,657,357,300,0.1162,0.354,11,0.644,126,housing,1.03,21,678,1
28.1,460,70,390,0.4014,0.279,112,0.11,19,education,1.14,2,462,0
53.98,301,254,47,0.2125,0.589,152,0.938,149,electricity,1.09,99,400,1
44.62,199,84,115,0.5312,0.556,175,0.368,46,water,1.06,4,203,0
100.0,299,272,27,0.3676,0.354,172,1.062,96,electricity,0.77,19,318,1
88.0,301,175,126,0.5028,0.564,163,0.461,98,electricity,0.69,3,304,0
69.09,1121,509,612,0.1357,0.523,93,0.547,266,housing,0.86,0,1121,0
100.0,186,140,46,0.7143,0.855,64,0.615,119,water,1.05,0,186,0
92.32,181,149,32,0.6196,0.262,57,0.873,39,electricity,0.89,0,181,0
71.14,771,410,361,0.1735,0.121,184,0.504,49,housing,1.0,3,774,0
20.32,855,343,512,0.0593,0.617,64,0.352,211,housing,0.85,29,884,1
42.25,444,184,260,0.2296,0.677,191,0.332,124,education,1.09,10,454,0
10.39,367,133,234,0.0781,0.924,162,0.297,122,water,0.76,36,403,1
100.0,333,308,25,0.3247,0.486,127,0.964,149,electricity,0.61,0,333,0
94.36,271,194,77,0.4864,0.52,148,0.888,100,electricity,0.84,0,271,0
56.6,1236,1079,157,0.0525,0.258,52,0.901,278,housing,0.98,39,1275,1
65.86,726,476,250,0.1384,0.356,82,0.738,169,healthcare,0.76,0,726,0
84.93,149,97,52,0.8756,0.311,173,0.778,30,electricity,1.01,0,149,0
20.59,727,181,546,0.1138,0.769,137,0.232,139,education,0.87,0,727,0
25.53,786,214,572,0.1193,0.109,80,0.332,23,housing,1.18,0,786,0
60.08,623,586,37,0.1025,0.666,92,1.156,390,healthcare,0.74,90,713,1
24.32,841,148,693,0.1643,0.593,93,0.167,87,healthcare,1.17,0,841,0
39.3,293,226,67,0.1739,0.563,33,0.68,127,electricity,0.84,29,322,1
7.56,652,122,530,0.062,0.362,167,0.178,44,education,1.08,65,717,1
45.1,429,237,192,0.1903,0.792,143,0.647,187,education,0.81,44,473,1
91.62,525,308,217,0.2975,0.151,51,0.546,46,healthcare,0.83,0,525,0
10.67,484,57,427,0.1871,0.517,126,0.123,29,housing,0.7,0,484,0
56.88,269,237,32,0.24,0.483,80,0.985,114,electricity,0.91,137,406,1
73.05,726,418,308,0.1748,0.456,54,0.421,190,education,1.11,0,726,0
60.97,1012,546,466,0.1117,0.763,179,0.608,416,healthcare,0.66,11,1023,0
17.41,624,158,466,0.1102,0.221,149,0.329,34,education,1.18,45,669,1
71.28,313,204,109,0.3494,0.932,117,0.582,190,water,0.67,0,313,0
46.61,292,151,141,0.3087,0.461,27,0.624,69,education,0.86,1,293,0
12.1,386,59,327,0.2051,0.495,13,0.125,29,road,1.08,4,390,0
34.83,716,372,344,0.0936,0.866,157,0.505,322,road,1.03,17,733,1
54.04,195,80,115,0.6755,0.753,187,0.477,60,education,1.02,10,205,0
67.57,376,243,133,0.2781,0.971,155,0.584,235,healthcare,0.81,0,376,0
44.07,509,223,286,0.1976,0.287,97,0.503,64,education,1.13,23,532,1
70.83,755,646,109,0.1096,0.346,198,0.726,223,healthcare,1.19,77,832,1
83.73,542,438,104,0.1912,0.557,15,0.912,243,water,0.98,0,542,0
91.86,523,474,49,0.1938,0.597,136,0.904,283,water,0.72,0,523,0
100.0,563,531,32,0.1883,0.225,111,1.143,119,road,0.62,4,567,0
12.95,351,52,299,0.249,0.499,12,0.142,25,water,0.65,5,356,0
100.0,219,193,26,0.5181,0.981,95,1.024,189,road,1.02,6,225,0
97.38,331,234,97,0.4162,0.151,47,0.658,35,water,1.01,0,331,0
94.96,971,659,312,0.1441,0.791,199,0.618,521,healthcare,0.83,12,983,0
82.7,297,277,20,0.2986,0.348,57,1.186,96,electricity,0.61,27,324,1
13.28,485,105,380,0.1265,0.39,64,0.258,40,road,0.9,63,548,1
31.16,861,456,405,0.0683,0.826,22,0.518,376,healthcare,0.82,94,955,1
64.75,529,314,215,0.2062,0.466,22,0.767,146,education,0.91,4,533,0
70.85,363,217,146,0.3265,0.554,39,0.566,120,electricity,0.82,5,368,0
42.78,351,103,248,0.4154,0.203,198,0.265,20,water,1.1,23,374,1
57.28,235,165,70,0.3472,0.76,194,0.771,125,education,1.14,40,275,1
60.12,1185,553,632,0.1087,0.136,161,0.535,75,housing,1.01,11,1196,0
100.0,216,198,18,0.5051,0.932,56,1.026,184,water,0.71,0,216,0
100.0,434,345,89,0.2899,0.153,22,0.996,52,housing,0.84,1,435,0
27.41,643,344,299,0.0797,0.704,169,0.494,242,road,0.74,44,687,1
100.0,208,156,52,0.641,0.217,112,0.966,33,road,0.67,20,228,1
66.09,470,374,96,0.1767,0.293,88,0.732,109,road,0.91,65,535,1
20.81,522,153,369,0.136,0.867,196,0.352,132,healthcare,0.7,37,559,1
91.85,777,588,189,0.1562,0.816,169,0.633,479,healthcare,1.19,0,777,0
71.92,440,373,67,0.1928,0.423,191,0.896,157,water,0.61,24,464,1
64.11,314,230,84,0.2788,0.517,171,0.809,118,education,1.1,15,329,1
45.3,243,87,156,0.5206,0.371,94,0.341,32,electricity,0.65,0,243,0
70.39,339,223,116,0.3156,0.24,115,0.802,53,road,0.7,15,354,1
51.56,508,349,159,0.1477,0.223,43,0.874,77,road,0.91,19,527,1
20.51,1037,590,447,0.0348,0.913,99,0.573,538,healthcare,0.65,104,1141,1
13.31,597,154,443,0.0865,0.177,10,0.219,27,road,0.92,91,688,1
48.53,303,220,83,0.2206,0.941,54,0.603,207,electricity,1.08,24,327,1
33.12,720,217,503,0.1526,0.28,176,0.251,60,education,1.04,0,720,0
44.43,1040,381,659,0.1166,0.427,68,0.367,162,healthcare,0.86,4,1044,0
23.75,479,93,386,0.2554,0.409,92,0.231,38,healthcare,1.16,9,488,0
42.27,525,171,354,0.2472,0.514,177,0.296,87,housing,1.01,4,529,0
11.46,338,70,268,0.1637,0.921,169,0.208,64,electricity,0.97,18,356,1
58.11,312,119,193,0.4883,0.526,174,0.3,62,electricity,0.78,9,321,0
33.81,465,133,332,0.2542,0.581,170,0.366,77,water,0.83,0,465,0
36.0,1049,350,699,0.1029,0.512,153,0.279,179,housing,0.67,0,1049,0
33.29,308,111,197,0.2999,0.987,96,0.378,109,road,0.95,0,308,0
100.0,535,455,80,0.2198,0.871,152,0.638,396,water,0.96,15,550,1
6.73,465,57,408,0.1181,0.614,164,0.159,35,education,0.65,57,522,1
100.0,486,422,64,0.237,0.947,149,0.677,399,water,1.05,0,486,0
28.45,488,259,229,0.1098,0.8,133,0.517,207,water,0.86,34,522,1
44.52,540,383,157,0.1162,0.385,167,0.712,147,housing,1.14,23,563,1
18.2,1123,171,952,0.1064,0.396,23,0.194,67,housing,1.02,0,1123,0
45.54,235,146,89,0.3119,0.357,86,0.8,52,water,0.68,70,305,1
63.44,572,267,305,0.2376,0.428,19,0.601,114,road,0.98,0,572,0
95.25,224,190,34,0.5013,0.829,7,0.609,157,road,0.78,0,224,0
62.19,945,889,56,0.07,0.483,102,1.205,429,housing,0.72,136,1081,1
60.71,192,159,33,0.3818,0.47,50,0.626,74,electricity,0.93,67,259,1
100.0,798,694,104,0.1441,0.309,113,0.816,214,housing,0.81,0,798,0
71.54,210,191,19,0.3745,0.272,23,0.764,51,water,0.91,98,308,1
33.63,477,137,340,0.2455,0.836,187,0.347,114,education,1.19,0,477,0
100.0,766,584,182,0.1712,0.517,192,0.844,301,housing,0.86,0,766,0
36.68,128,39,89,0.9406,0.2,197,0.4,7,electricity,0.95,0,128,0
100.0,267,232,35,0.431,0.853,45,1.033,197,road,0.82,7,274,0
89.3,193,165,28,0.5412,0.244,130,0.971,40,electricity,1.02,9,202,0
23.37,256,55,201,0.4249,0.146,59,0.233,8,education,0.89,0,256,0
23.42,138,55,83,0.4258,0.593,148,0.458,32,water,0.8,23,161,1
59.5,133,101,32,0.5891,0.733,187,0.803,74,electricity,0.83,55,188,1
67.01,575,336,239,0.1994,0.645,33,0.681,216,education,0.9,9,584,0
26.8,521,149,372,0.1799,0.759,189,0.366,113,road,0.67,20,541,1
100.0,650,466,184,0.2146,0.379,178,0.642,176,housing,1.05,0,650,0
60.11,209,112,97,0.5367,0.443,50,0.536,49,water,1.1,0,209,0
33.32,297,91,206,0.3661,0.961,68,0.265,87,water,1.07,0,297,0
27.43,151,94,57,0.2918,0.949,171,0.511,89,electricity,0.84,84,235,1
60.59,436,243,193,0.2493,0.799,85,0.446,194,road,1.12,0,436,0
45.89,434,146,288,0.3143,0.496,145,0.39,72,road,1.11,0,434,0
17.9,298,52,246,0.3442,0.521,104,0.14,27,road,0.81,17,315,1
100.0,356,293,63,0.3413,0.398,131,1.004,116,water,0.76,0,356,0
52.1,1162,440,722,0.1184,0.793,158,0.341,348,housing,0.76,0,1162,0
63.12,153,143,10,0.4414,0.326,123,0.664,46,electricity,1.15,148,301,1
100.0,1204,1125,79,0.0889,0.661,107,1.166,743,housing,0.87,0,1204,0
56.69,625,239,386,0.2372,0.553,137,0.358,132,education,0.8,0,625,0
44.36,200,189,11,0.2347,0.153,181,0.731,28,water,1.17,116,316,1
82.57,326,270,56,0.3058,0.916,179,0.643,247,water,0.95,0,326,0
48.48,681,430,251,0.1127,0.405,99,0.517,174,housing,1.08,66,747,1
48.68,226,82,144,0.5937,0.84,195,0.275,68,water,0.7,0,226,0
14.28,284,35,249,0.4081,0.237,165,0.105,8,education,0.83,0,284,0
18.22,338,60,278,0.3036,0.901,150,0.198,54,water,1.12,0,338,0
37.59,1076,697,379,0.0539,0.151,143,0.554,104,healthcare,1.09,82,1158,1
83.2,157,133,24,0.6256,0.213,104,0.728,28,electricity,0.73,0,157,0
30.4,627,306,321,0.0993,0.89,77,0.584,272,education,0.99,88,715,1
69.67,220,157,63,0.4438,0.136,58,0.889,21,electricity,0.84,1,221,0
84.26,229,171,58,0.4927,0.717,161,0.964,122,education,1.19,0,229,0
48.82,216,153,63,0.3191,0.13,192,0.726,19,road,0.84,106,322,1
36.62,483,171,312,0.2141,0.271,106,0.335,46,education,1.06,0,483,0
32.01,663,240,423,0.1334,0.105,42,0.273,25,road,0.85,4,667,0
100.0,947,768,179,0.1302,0.191,182,0.691,146,healthcare,0.76,0,947,0
44.22,598,335,263,0.132,0.489,40,0.618,163,housing,1.06,57,655,1
71.91,1343,694,649,0.1036,0.292,167,0.657,202,housing,1.09,0,1343,0
52.26,1043,516,527,0.1013,0.545,62,0.588,281,housing,1.2,19,1062,1
80.51,583,426,157,0.189,0.655,182,0.524,279,healthcare,0.85,0,583,0
36.29,297,129,168,0.2814,0.13,138,0.542,16,electricity,0.87,7,304,0
65.8,663,297,366,0.2216,0.279,32,0.563,82,education,0.98,0,663,0
36.07,502,247,255,0.146,0.333,97,0.549,82,healthcare,1.14,39,541,1
73.82,926,786,140,0.0939,0.471,25,0.692,369,healthcare,0.7,16,942,1
67.74,520,223,297,0.3038,0.717,108,0.364,159,road,1.02,8,528,0
12.14,665,66,599,0.1839,0.389,144,0.091,25,road,0.75,17,682,1
22.86,963,448,515,0.051,0.12,181,0.35,53,healthcare,1.15,99,1062,1
100.0,112,93,19,1.0753,0.284,82,0.779,26,electricity,0.64,4,116,0
75.11,302,225,77,0.3338,0.897,75,0.555,201,education,0.7,11,313,0
51.15,714,242,472,0.2114,0.209,33,0.323,50,education,0.66,0,714,0
92.29,221,132,89,0.6991,0.565,129,0.601,74,electricity,0.76,0,221,0
69.24,444,394,50,0.1757,0.427,8,1.017,168,housing,0.73,123,567,1
61.1,318,291,27,0.21,0.223,48,0.921,64,electricity,0.72,77,395,1
23.86,1105,408,697,0.0585,0.761,56,0.385,310,housing,0.75,29,1134,1
85.31,390,336,54,0.2539,0.69,74,1.107,231,water,0.91,8,398,0
31.34,500,194,306,0.1616,0.454,197,0.386,88,healthcare,1.17,5,505,0
43.6,198,130,68,0.3354,0.672,130,0.824,87,water,0.66,97,295,1
40.85,211,155,56,0.2636,0.28,199,0.914,43,water,0.78,54,265,1
92.48,539,359,180,0.2576,0.637,150,0.532,228,water,0.81,0,539,0
21.39,545,218,327,0.0981,0.585,43,0.373,127,road,0.83,49,594,1
23.44,454,151,303,0.1553,0.169,106,0.243,25,healthcare,1.07,59,513,1
95.51,298,242,56,0.3947,0.921,108,0.923,222,electricity,0.85,0,298,0
47.55,546,294,252,0.1617,0.974,49,0.663,286,water,1.03,6,552,0
17.55,776,160,616,0.1097,0.594,110,0.262,95,housing,0.96,5,781,0
62.27,1275,698,577,0.0892,0.216,63,0.448,150,housing,0.74,4,1279,0
38.48,702,400,302,0.0962,0.675,136,0.681,269,education,1.17,19,721,1
